05-05-2025 18:59:05 | INFO     | __main__:38 | Using GPU: PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
05-05-2025 19:06:49 | INFO     | websockets.server:440 | server closing
05-05-2025 19:06:49 | INFO     | websockets.server:473 | server closed
05-05-2025 19:06:55 | INFO     | __main__:38 | Using GPU: PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
05-05-2025 19:06:55 | INFO     | __main__:43 | TensorFlow Version: 2.17.0
05-05-2025 19:06:55 | INFO     | __main__:44 | Is CUDA enabled: False
05-05-2025 19:06:55 | INFO     | __main__:45 | Is ROCm enabled: True
05-05-2025 19:06:57 | INFO     | __main__:78 | Starting WebSocket server...
05-05-2025 19:06:57 | INFO     | websockets.server:341 | server listening on 192.168.1.5:8765
05-05-2025 19:07:01 | INFO     | websockets.server:529 | connection open
05-05-2025 19:07:01 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:07:01 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:07:01 | INFO     | websockets.server:529 | connection open
05-05-2025 19:07:01 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:07:02 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:07:05 | INFO     | handlers.call_history_handler:43 | Fetched 35 history entries for user 67d6bae7386c75bcc71b6890
05-05-2025 19:07:25 | INFO     | handlers.connection:130 | Connection closed by client
05-05-2025 19:07:31 | INFO     | handlers.connection:130 | Connection closed by client
05-05-2025 19:07:42 | INFO     | websockets.server:529 | connection open
05-05-2025 19:07:42 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:07:43 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:07:43 | ERROR    | handlers.auth_handler:321 | Failed to refresh token: object str can't be used in 'await' expression
05-05-2025 19:07:52 | INFO     | websockets.server:529 | connection open
05-05-2025 19:07:52 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:07:53 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:07:53 | ERROR    | handlers.auth_handler:321 | Failed to refresh token: object str can't be used in 'await' expression
05-05-2025 19:08:41 | INFO     | handlers.connection:130 | Connection closed by client
05-05-2025 19:11:17 | INFO     | websockets.server:440 | server closing
05-05-2025 19:11:17 | INFO     | websockets.server:473 | server closed
05-05-2025 19:11:23 | INFO     | __main__:38 | Using GPU: PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
05-05-2025 19:11:23 | INFO     | __main__:43 | TensorFlow Version: 2.17.0
05-05-2025 19:11:23 | INFO     | __main__:44 | Is CUDA enabled: False
05-05-2025 19:11:23 | INFO     | __main__:45 | Is ROCm enabled: True
05-05-2025 19:11:24 | INFO     | __main__:78 | Starting WebSocket server...
05-05-2025 19:11:25 | INFO     | websockets.server:341 | server listening on 192.168.1.5:8765
05-05-2025 19:11:41 | INFO     | websockets.server:529 | connection open
05-05-2025 19:11:41 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:11:42 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:12:18 | INFO     | handlers.auth_handler:121 | User 'idodo' authenticated with ID 67d6bae7386c75bcc71b6890.
05-05-2025 19:12:19 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:12:19 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:12:19 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:12:19 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:12:21 | INFO     | handlers.auth_handler:363 | User ID 67d6bae7386c75bcc71b6890 logged out.
05-05-2025 19:12:31 | INFO     | handlers.auth_handler:121 | User 'idodo' authenticated with ID 67d6bae7386c75bcc71b6890.
05-05-2025 19:12:31 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:12:31 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:12:35 | INFO     | handlers.connection:130 | Connection closed by client
05-05-2025 19:12:49 | INFO     | websockets.server:529 | connection open
05-05-2025 19:12:49 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:12:50 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:12:51 | INFO     | handlers.auth_handler:319 | Access token refreshed for user ID 67d6bae7386c75bcc71b6890.
05-05-2025 19:12:51 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:12:51 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:12:52 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:12:52 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:12:59 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to vosk
05-05-2025 19:13:00 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:13:02 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to vosk
05-05-2025 19:13:22 | INFO     | websockets.server:529 | connection open
05-05-2025 19:13:22 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:13:23 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:13:35 | INFO     | handlers.auth_handler:84 | Authentication failed: incorrect password for 'yoavon'.
05-05-2025 19:13:40 | INFO     | handlers.auth_handler:121 | User 'yoavon2' authenticated with ID 680d405ca183764e786f0ef9.
05-05-2025 19:13:41 | INFO     | handlers.contacts_handler:104 | Retrieved 3 contacts for user '680d405ca183764e786f0ef9'
05-05-2025 19:13:41 | INFO     | handlers.contacts_handler:104 | Retrieved 3 contacts for user '680d405ca183764e786f0ef9'
05-05-2025 19:13:41 | INFO     | handlers.call_handler:211 | Set model preference for 680d405ca183764e786f0ef9 to lip
05-05-2025 19:13:41 | INFO     | handlers.call_handler:211 | Set model preference for 680d405ca183764e786f0ef9 to vosk
05-05-2025 19:13:43 | INFO     | handlers.call_history_handler:43 | Fetched 7 history entries for user 680d405ca183764e786f0ef9
05-05-2025 19:13:50 | INFO     | handlers.call_handler:34 | Call invite from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:50 | INFO     | handlers.call_handler:100 | Call rejected by 67d6bae7386c75bcc71b6890 for 680d405ca183764e786f0ef9
05-05-2025 19:13:54 | INFO     | handlers.call_handler:34 | Call invite from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:56 | INFO     | handlers.call_handler:67 | Call accepted by 67d6bae7386c75bcc71b6890 for 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:320 | Offer from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:320 | Offer from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:472 | Server-side offer from 680d405ca183764e786f0ef9 for 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:65 | Received audio track from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:65 | Received video track from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:229 | Generated answer for 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:486 | Sent server answer to 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('192.168.1.103', 35840)) State.FROZEN -> State.WAITING
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('192.168.1.103', 45362)) State.FROZEN -> State.WAITING
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:265 | PC state for 680d405ca183764e786f0ef9: connecting
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('192.168.1.103', 35840)) State.WAITING -> State.IN_PROGRESS
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('192.168.1.103', 35840)) State.IN_PROGRESS -> State.SUCCEEDED
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('127.0.0.1', 49519)) State.FROZEN -> State.WAITING
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('85.64.204.58', 31986)) State.FROZEN -> State.WAITING
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('192.168.1.103', 45362)) State.WAITING -> State.FAILED
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('127.0.0.1', 49519)) State.WAITING -> State.FAILED
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 35595) -> ('85.64.204.58', 31986)) State.WAITING -> State.FAILED
05-05-2025 19:13:58 | INFO     | aioice.ice:1114 | Connection(0) ICE completed
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:265 | PC state for 680d405ca183764e786f0ef9: connected
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:58 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:371 | Answer from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:136 | Starting Vosk audio for 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:320 | Offer from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:472 | Server-side offer from 67d6bae7386c75bcc71b6890 for 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:65 | Received audio track from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:136 | Starting Vosk audio for 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:65 | Received video track from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:229 | Generated answer for 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:486 | Sent server answer to 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) Check CandidatePair(('192.168.1.5', 56208) -> ('192.168.1.184', 35201)) State.FROZEN -> State.WAITING
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) Check CandidatePair(('192.168.1.5', 56208) -> ('127.0.0.1', 49368)) State.FROZEN -> State.WAITING
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:265 | PC state for 67d6bae7386c75bcc71b6890: connecting
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) Check CandidatePair(('192.168.1.5', 56208) -> ('192.168.1.184', 35201)) State.WAITING -> State.IN_PROGRESS
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) Check CandidatePair(('192.168.1.5', 56208) -> ('192.168.1.184', 35201)) State.IN_PROGRESS -> State.SUCCEEDED
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) Check CandidatePair(('192.168.1.5', 56208) -> ('127.0.0.1', 49368)) State.WAITING -> State.IN_PROGRESS
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) Check CandidatePair(('192.168.1.5', 56208) -> ('85.64.204.58', 39124)) State.FROZEN -> State.IN_PROGRESS
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | aioice.ice:1114 | Connection(2) ICE completed
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:265 | PC state for 67d6bae7386c75bcc71b6890: connected
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:13:59 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 67d6bae7386c75bcc71b6890
05-05-2025 19:14:17 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello
05-05-2025 19:14:17 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello hello
05-05-2025 19:14:18 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello hello
05-05-2025 19:14:18 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello hello testing to see
